date,temp_avg,hum_avg,rainfall,sunshine,wind_velo,iod,nino
2011-10-31,882.8,2104.0,9.7,235.6,130.0,0.57,-0.8
2011-11-30,845.2,2312.0,260.9,160.6,107.0,0.06,-0.93
2011-12-31,863.4,2520.0,369.29999999999995,115.6,110.0,0.08,-0.88
2012-01-31,832.9,2386.0,410.4,200.6,126.0,0.03,-0.7
2012-02-29,798.2,2135.0,179.1,141.4,104.0,-0.14,-0.5
2012-03-31,850.7,2291.0,210.9,111.4,152.0,0.08,-0.36
2012-04-30,852.1,2097.0,126.9,198.7,110.0,-0.54,-0.09
2012-05-31,863.6,2131.0,114.0,196.7,116.0,-0.6,0.11
2012-06-30,810.7,1994.0,67.7,209.1,113.0,-0.01,0.4
2012-07-31,816.2,1951.0,0.0,219.5,117.0,0.4,0.59
2012-08-31,815.4,1828.0,0.0,239.2,130.0,0.76,0.73
2012-09-30,824.9,1712.0,0.0,236.3,125.0,0.62,0.58
2012-10-31,913.6,1785.0,2.1,232.1,131.0,0.41,0.5
2012-11-30,892.0,1882.0,58.0,181.9,113.0,0.05,0.39
2012-12-31,871.2,2291.0,171.0,118.7,112.0,0.08,-0.08
2013-01-31,832.9,2386.0,410.4,200.6,126.0,-0.02,-0.35
2013-02-28,771.2,2050.0,179.1,140.9,101.0,-0.16,-0.33
2013-03-31,850.7,2291.0,210.9,111.4,152.0,-0.1,0.0
2013-04-30,852.1,2097.0,126.9,198.7,110.0,-0.26,0.16
2013-05-31,863.6,2131.0,114.0,196.7,116.0,-0.54,0.03
2013-06-30,844.2,2522.0,42.5,161.7,66.0,-0.49,-0.05
2013-07-31,836.8,2479.0,109.2,191.5,94.0,-0.41,-0.05
2013-08-31,836.8,2263.0,0.6,289.6,104.0,-0.24,-0.12
2013-09-30,831.3,2110.0,0.2,275.8,105.0,-0.2,0.02
2013-10-31,911.0,2097.0,3.6,275.2,102.0,-0.07,0.04
2013-11-30,860.2,2266.0,108.00000000000001,158.0,86.0,-0.03,0.1
2013-12-31,855.7,2557.0,359.3,132.2,84.0,-0.23,0.0
2014-01-31,842.3,2543.0,333.4,136.0,126.0,-0.22,-0.33
2014-02-28,761.2,2325.0,247.8,132.6,98.0,-0.14,-0.45
2014-03-31,866.8,2531.0,499.2,183.9,71.0,-0.48,-0.03
2014-04-30,849.3,2447.0,273.0,183.3,62.0,-0.29,0.49
2014-05-31,901.7,2421.0,119.9,235.3,93.0,-0.01,0.74
2014-06-30,854.0,2345.0,201.8,240.1,92.0,-0.19,0.59
2014-07-31,851.9,2386.0,47.800000000000004,238.2,106.0,-0.42,0.27
2014-08-31,842.8,2268.0,0.0,284.5,115.0,-0.53,0.23
2014-09-30,818.9,2046.0,0.0,274.7,103.0,-0.36,0.48
2014-10-31,896.8,2068.0,0.0,288.6,111.0,0.14,0.67
2014-11-30,895.0,2108.0,81.4,226.2,85.0,0.11,0.98
2014-12-31,868.3,2534.0,354.3,137.9,71.0,-0.2,0.88
2015-01-31,854.2,2530.0,496.2,149.1,98.0,-0.42,0.69
2015-02-28,765.2,2346.0,525.6,161.5,75.0,-0.34,0.61
2015-03-31,864.3,2542.0,490.6,163.8,89.0,-0.16,0.74
2015-04-30,836.7,2494.0,249.5,164.9,74.0,0.04,1.11
2015-05-31,873.2,2404.0,181.6,251.7,100.0,0.24,1.35
2015-06-30,830.5,2232.0,0.0,260.5,89.0,0.28,1.55
2015-07-31,833.4,2325.0,1.6,262.1,125.0,0.37,1.79
2015-08-31,836.3,2276.0,17.900000000000002,281.7,123.0,0.52,2.18
2015-09-30,826.0,2076.0,0.0,278.7,115.0,0.82,2.4
2015-10-31,892.0,2093.0,0.0,280.8,129.0,0.66,2.59
2015-11-30,914.4,2060.0,52.6,255.0,91.0,0.42,2.95
2015-12-31,898.2,2422.0,132.2,167.0,92.0,0.04,2.83
2016-01-31,898.1,2467.0,167.70000000000002,206.9,78.0,-0.28,2.73
2016-02-29,806.2,2444.0,639.9,127.9,72.0,-0.45,2.43
2016-03-31,894.0,2546.0,251.6,175.2,65.0,-0.25,1.88
2016-04-30,874.8,2414.0,235.1,188.2,80.0,-0.3,1.32
2016-05-31,909.0,2488.0,390.2,222.1,76.0,-0.43,0.74
2016-06-30,854.5,2433.0,175.7,187.4,73.0,-0.7,0.36
2016-07-31,871.2,2514.0,209.5,219.70000000000002,94.0,-1.16,-0.13
2016-08-31,873.0,2343.0,100.7,248.9,102.0,-0.6,-0.3
2016-09-30,869.1,2265.0,168.3,231.6,91.0,-0.79,-0.36
2016-10-31,883.8,2469.0,465.7,180.0,79.0,-0.7,-0.49
2016-11-30,867.6,2378.0,110.19999999999999,182.6,61.0,-0.44,-0.5
2016-12-31,873.8,2511.0,256.0,128.1,95.0,-0.28,-0.32
2017-01-31,854.8,2599.0,355.2,131.6,91.0,-0.1,-0.25
2017-02-28,774.7,2302.0,258.6,124.4,102.0,0.04,0.1
2017-03-31,865.8,2525.0,196.3,144.7,73.0,0.24,0.29
2017-04-30,847.1,2440.0,282.2,165.6,60.0,0.3,0.62
2017-05-31,888.3,2354.0,74.6,234.0,85.0,0.59,0.79
2017-06-30,839.3,2352.0,55.3,199.8,82.0,0.33,0.72
2017-07-31,851.9,2327.0,39.8,254.3,93.0,0.39,0.6
2017-08-31,844.6,2228.0,0.0,274.8,105.0,0.65,0.12
2017-09-30,849.8,2103.0,0.3,247.3,114.0,0.34,-0.22
2017-10-31,923.0,2170.0,83.0,243.4,100.0,0.34,-0.32
2017-11-30,847.8,2400.0,308.7,139.0,77.0,0.17,-0.71
2017-12-31,869.8,2505.0,449.5,138.0,89.0,-0.15,-0.81
2018-01-31,858.3,2530.0,306.6,108.1,110.0,0.01,-0.82
2018-02-28,762.0,2326.0,506.7,153.9,89.0,0.4,-0.61
2018-03-31,856.7,2582.0,432.7,161.9,70.0,-0.01,-0.55
2018-04-30,868.9,2310.0,269.5,244.2,84.0,-0.05,-0.1
2018-05-31,891.3,2309.0,0.1,250.0,98.0,0.17,0.23
2018-06-30,837.2,2279.0,133.7,247.0,92.0,0.05,0.43
2018-07-31,826.6,2302.0,0.0,280.6,93.0,0.23,0.48
2018-08-31,826.8,2229.0,0.0,277.5,108.0,0.31,0.37
2018-09-30,841.5,2049.0,39.0,244.9,103.0,0.73,0.68
2018-10-31,910.0,2077.0,0.0,271.9,108.0,0.45,1.15
2018-11-30,885.4,2205.0,227.0,190.6,79.0,0.49,1.16
2018-12-31,899.9,2396.0,527.0,119.7,74.0,0.35,1.06
2019-01-31,863.0,2546.0,487.8,140.0,105.0,0.08,0.82
2019-02-28,783.9,2294.0,451.1,159.9,65.0,-0.09,0.89
2019-03-31,858.7,2589.0,332.0,146.7,75.0,-0.02,1.06
2019-04-30,851.1,2508.0,332.6,184.6,63.0,0.19,1.03
2019-05-31,881.5,2396.0,53.9,266.7,74.0,0.87,0.99
2019-06-30,813.8,2290.0,0.0,250.1,78.0,0.9,0.83
2019-07-31,821.2,2325.0,0.8,267.5,83.0,0.75,0.69
2019-08-31,826.4,2241.0,0.0,291.6,100.0,1.39,0.31
2019-09-30,819.0,2127.0,0.0,278.0,100.0,1.45,0.24
2019-10-31,895.5,2108.0,0.0,293.3,96.0,1.77,0.73
2019-11-30,907.6,2032.0,26.4,256.8,81.0,1.59,0.77
2019-12-31,915.5,2359.0,218.10000000000002,201.2,63.0,0.46,0.7
2020-01-31,879.9,2537.0,359.4,164.4,83.0,0.12,0.77
2020-02-29,802.6,2478.0,533.9,139.2,84.0,-0.29,0.54
2020-03-31,874.0,2597.0,284.4,177.7,64.0,-0.18,0.73
2020-04-30,856.3,2478.0,335.6,189.2,67.0,-0.17,0.77
2020-05-31,880.2,2560.0,405.5,221.7,75.0,0.44,0.16
2020-06-30,830.5,2388.0,47.0,224.3,81.0,0.48,0.04
2020-07-31,845.3,2367.0,2.9,257.0,84.0,0.18,0.04
2020-08-31,853.6,2349.0,29.0,268.1,105.0,-0.3,-0.32
2020-09-30,875.7,2089.0,0.0,271.4,111.0,-0.2,-0.63
2020-10-31,904.6,2262.0,70.6,220.1,92.0,0.11,-1.01
2020-11-30,875.0,2302.0,154.1,188.7,79.0,0.03,-1.18
2020-12-31,845.1,2637.0,655.2,101.4,78.0,0.15,-0.98
2021-01-31,838.1,2647.0,566.9,77.0,91.0,0.1,-0.83
2021-02-28,764.2,2353.0,441.6,119.9,103.0,0.12,-0.82
2021-03-31,863.8,2585.0,289.0,167.0,67.0,0.05,-0.54
2021-04-30,854.8,2352.0,119.6,208.1,67.0,0.1,-0.31
2021-05-31,900.6,2406.0,10.2,236.5,81.0,-0.3,-0.03
2021-06-30,848.4,2439.0,154.8,218.20000000000002,71.0,-0.48,0.1
2021-07-31,847.5,2370.0,17.1,248.9,79.0,-0.52,0.01
