date,temp_avg,hum_avg,rainfall,sunshine,wind_velo
1991-12-15,192.3,579.0,71.0,40.1,23.0
1991-12-22,197.5,561.0,59.4,41.0,22.0
1991-12-29,193.4,577.0,28.5,28.0,20.0
1992-01-05,189.1,597.0,81.5,35.3,25.0
1992-01-12,185.3,600.0,215.6,38.3,25.0
1992-01-19,191.7,583.0,89.6,31.9,22.0
1992-01-26,187.1,600.0,83.3,45.5,20.0
1992-02-02,188.8,601.0,139.6,45.5,23.0
1992-02-09,184.1,625.0,149.9,45.5,23.0
1992-02-16,190.2,603.0,51.8,45.5,24.0
1992-02-23,186.1,592.0,48.5,45.5,26.0
1992-03-01,194.2,555.0,13.6,45.5,25.0
1992-03-08,187.7,606.0,130.2,32.7,25.0
1992-03-15,183.4,638.0,75.5,27.1,22.0
1992-03-22,189.9,619.0,94.5,35.6,22.0
1992-03-29,195.8,602.0,137.9,37.0,24.0
1992-04-05,188.3,618.0,100.1,27.8,23.0
1992-04-12,187.6,624.0,133.6,17.6,21.0
1992-04-19,196.0,609.0,8.3,48.7,22.0
1992-04-26,192.6,601.0,253.8,32.9,28.0
1992-05-03,201.2,569.0,10.0,50.0,30.0
1992-05-10,195.7,566.0,53.6,48.6,28.0
1992-05-17,193.4,586.0,47.8,49.1,23.0
1992-05-24,194.3,573.0,9.399999999999999,47.4,23.0
1992-05-31,192.6,608.0,133.7,38.9,17.0
1992-06-07,194.7,586.0,63.0,43.3,27.0
1992-06-14,194.0,573.0,3.0,49.0,26.0
1992-06-21,188.3,551.0,45.0,48.4,27.0
1992-06-28,183.3,551.0,0.0,46.7,27.0
1992-07-05,194.6,568.0,17.0,50.4,34.0
1992-07-12,187.6,563.0,27.0,51.3,32.0
1992-07-19,178.9,556.0,0.0,50.8,30.0
1992-07-26,177.8,547.0,0.0,56.0,31.0
1992-08-02,185.8,552.0,0.0,49.0,35.0
1992-08-09,184.0,539.0,0.0,56.0,30.0
1992-08-16,181.6,520.0,0.0,54.7,33.0
1992-08-23,187.0,530.0,0.0,50.7,32.0
1992-08-30,195.0,548.0,6.0,44.599999999999994,30.0
1992-09-06,191.0,559.0,21.0,42.3,27.0
1992-09-13,194.2,527.0,0.0,52.0,26.0
1992-09-20,193.5,503.0,0.0,56.0,28.0
1992-09-27,196.5,520.0,0.0,54.8,35.0
1992-10-04,195.7,526.0,2.0,45.9,30.0
1992-10-11,196.0,532.0,10.0,50.3,27.0
1992-10-18,201.2,499.0,0.0,51.6,26.0
1992-10-25,201.7,491.0,0.0,47.3,23.0
1992-11-01,199.4,497.0,0.0,23.1,28.0
1992-11-08,196.3,509.0,10.0,32.9,27.0
1992-11-15,198.7,540.0,16.0,44.8,25.0
1992-11-22,195.3,556.0,7.0,35.4,24.0
1992-11-29,193.0,568.0,86.0,37.7,23.0
1992-12-06,185.7,594.0,125.0,12.6,25.0
1992-12-13,190.9,580.0,74.0,25.2,22.0
1992-12-20,194.2,566.0,12.0,33.5,21.0
1992-12-27,190.4,584.0,63.0,25.9,22.0
1993-01-03,188.6,588.0,22.0,33.9,25.0
1993-01-10,189.4,583.0,109.0,28.9,24.0
1993-01-17,197.2,577.0,100.0,38.1,20.0
1993-01-24,185.7,604.0,151.0,22.5,24.0
1993-01-31,182.0,587.0,56.0,17.6,38.0
1993-02-07,186.7,580.0,56.0,34.9,36.0
1993-02-14,190.6,556.0,51.0,45.0,23.0
1993-02-21,190.3,582.0,175.0,39.4,25.0
1993-02-28,189.5,577.0,49.0,21.9,25.0
1993-03-07,190.0,574.0,55.0,37.2,21.0
1993-03-14,186.9,603.0,127.0,37.1,21.0
1993-03-21,193.9,549.0,26.0,49.9,26.0
1993-03-28,191.1,586.0,82.0,43.3,22.0
1993-04-04,188.8,585.0,14.0,31.2,26.0
1993-04-11,187.8,602.0,81.0,32.1,22.0
1993-04-18,192.3,570.0,9.0,37.8,22.0
1993-04-25,198.4,562.0,60.0,49.3,27.0
1993-05-02,198.4,548.0,27.0,44.0,32.0
1993-05-09,197.8,572.0,32.0,44.5,29.0
1993-05-16,192.1,563.0,11.0,43.7,28.0
1993-05-23,197.3,547.0,10.0,51.5,33.0
1993-05-30,198.7,537.0,0.0,51.8,30.0
1993-06-06,194.7,564.0,26.0,35.2,25.0
1993-06-13,189.9,608.0,178.0,30.799999999999997,27.0
1993-06-20,191.6,581.0,104.0,49.2,28.0
1993-06-27,193.3,532.0,7.0,56.0,35.0
1993-07-04,191.3,537.0,0.0,54.5,27.0
1993-07-11,181.1,522.0,0.0,55.8,27.0
1993-07-18,185.4,533.0,0.0,48.5,33.0
1993-07-25,184.2,529.0,0.0,55.0,27.0
1993-08-01,181.5,526.0,0.0,56.0,31.0
1993-08-08,185.4,534.0,11.0,52.6,30.0
1993-08-15,191.7,524.0,0.0,52.6,36.0
1993-08-22,190.0,508.0,10.0,52.5,43.0
1993-08-29,186.9,524.0,2.0,53.9,34.0
1993-09-05,187.2,504.0,0.0,54.8,33.0
1993-09-12,190.1,502.0,0.0,52.3,36.0
1993-09-19,191.3,490.0,0.0,55.3,31.0
1993-09-26,194.5,476.0,0.0,55.8,32.0
1993-10-03,194.8,489.0,0.0,55.8,28.0
1993-10-10,197.6,491.0,0.0,56.0,32.0
1993-10-17,196.8,480.0,0.0,53.4,29.0
1993-10-24,204.1,465.0,0.0,55.3,29.0
1993-10-31,203.4,453.0,0.0,56.0,30.0
1993-11-07,206.4,455.0,0.0,47.0,30.0
1993-11-14,210.0,473.0,1.0,48.8,28.0
1993-11-21,201.8,519.0,5.0,37.3,25.0
1993-11-28,206.4,502.0,3.0,41.7,27.0
1993-12-05,202.8,532.0,61.0,44.4,27.0
1993-12-12,202.5,547.0,119.0,40.4,22.0
1993-12-19,204.8,519.0,39.0,37.3,26.0
1993-12-26,192.5,556.0,116.0,22.7,32.0
1994-01-02,195.4,531.0,137.0,46.0,25.0
1994-01-09,191.2,588.0,219.0,36.199999999999996,23.0
1994-01-16,186.8,601.0,87.2,30.0,20.0
1994-01-23,184.4,599.0,107.0,19.0,24.0
1994-01-30,190.0,576.0,67.0,27.200000000000003,25.0
1994-02-06,192.1,586.0,147.0,40.6,23.0
1994-02-13,188.8,599.0,49.0,26.0,23.0
1994-02-20,188.2,559.0,99.0,8.4,25.0
1994-02-27,187.2,583.0,119.0,8.4,28.0
1994-03-06,186.6,592.0,75.0,13.3,24.0
1994-03-13,188.3,595.0,146.0,25.3,21.0
1994-03-20,193.6,575.0,43.0,34.4,23.0
1994-03-27,183.2,617.0,180.0,15.5,20.0
1994-04-03,189.5,581.0,36.0,35.2,23.0
1994-04-10,197.5,532.0,12.0,47.5,20.0
1994-04-17,189.9,605.0,124.0,23.2,21.0
1994-04-24,193.4,547.0,10.0,27.6,27.0
1994-05-01,201.8,522.0,0.0,47.8,28.0
1994-05-08,196.1,524.0,0.0,18.900000000000002,24.0
1994-05-15,191.6,513.0,2.0,18.900000000000002,24.0
1994-05-22,186.6,496.0,0.0,18.900000000000002,26.0
1994-05-29,185.6,501.0,0.0,18.900000000000002,23.0
1994-06-05,189.5,509.0,0.0,18.900000000000002,23.0
1994-06-12,194.29999999999998,517.0,0.0,18.900000000000002,30.0
1994-06-19,186.3,522.0,0.0,18.900000000000002,28.0
1994-06-26,178.9,504.0,0.0,18.900000000000002,28.0
1994-07-03,179.8,508.0,0.0,18.900000000000002,25.0
1994-07-10,179.2,504.0,0.0,18.900000000000002,25.0
1994-07-17,179.5,522.0,0.0,18.900000000000002,29.0
1994-07-24,180.5,503.0,0.0,18.900000000000002,28.0
1994-07-31,175.9,492.0,0.0,18.900000000000002,28.0
1994-08-07,184.6,531.0,5.0,18.900000000000002,34.0
1994-08-14,183.1,495.0,0.0,18.900000000000002,32.0
1994-08-21,176.1,490.0,0.0,18.900000000000002,31.0
1994-08-28,180.8,491.0,0.0,18.900000000000002,32.0
1994-09-04,179.4,477.0,0.0,18.900000000000002,31.0
1994-09-11,188.7,482.0,0.0,18.900000000000002,32.0
1994-09-18,185.8,481.0,0.0,18.900000000000002,31.0
1994-09-25,186.3,453.0,0.0,18.900000000000002,32.0
1994-10-02,185.5,460.0,0.0,18.900000000000002,32.0
1994-10-09,195.3,471.0,0.0,18.900000000000002,31.0
1994-10-16,200.3,467.0,0.0,18.900000000000002,31.0
1994-10-23,202.2,451.0,0.0,18.900000000000002,31.0
1994-10-30,204.4,457.0,0.0,18.900000000000002,30.0
1994-11-06,206.0,493.0,10.0,18.900000000000002,26.0
1994-11-13,210.1,458.0,0.0,18.900000000000002,31.0
1994-11-20,207.8,494.0,42.0,18.900000000000002,27.0
1994-11-27,214.9,463.0,3.0,18.900000000000002,26.0
1994-12-04,203.5,533.0,7.0,18.900000000000002,22.0
1994-12-11,194.6,571.0,21.0,18.900000000000002,20.0
1994-12-18,199.4,538.0,23.0,18.900000000000002,28.0
1994-12-25,201.0,517.0,12.0,18.900000000000002,24.0
1995-01-01,203.5,537.0,62.0,18.900000000000002,25.0
1995-01-08,194.6,582.0,74.0,18.900000000000002,21.0
1995-01-15,189.6,583.0,97.0,18.900000000000002,31.0
1995-01-22,185.9,593.0,63.0,18.900000000000002,30.0
1995-01-29,189.7,587.0,50.0,18.900000000000002,27.0
1995-02-05,186.8,617.0,220.0,18.900000000000002,23.0
1995-02-12,185.7,604.0,53.0,18.900000000000002,28.0
1995-02-19,188.0,586.0,88.0,18.900000000000002,24.0
1995-02-26,187.8,593.0,62.0,18.900000000000002,22.0
1995-03-05,188.8,586.0,37.0,18.900000000000002,27.0
1995-03-12,190.1,588.0,64.0,18.900000000000002,24.0
1995-03-19,191.0,587.0,49.0,18.900000000000002,22.0
1995-03-26,193.9,593.0,42.0,18.900000000000002,23.0
1995-04-02,191.1,597.0,108.0,18.900000000000002,24.0
1995-04-09,191.7,577.0,76.0,18.900000000000002,25.0
1995-04-16,193.6,584.0,118.0,18.900000000000002,19.0
1995-04-23,197.4,546.0,1.0,18.900000000000002,27.0
1995-04-30,199.3,555.0,49.0,18.900000000000002,25.0
1995-05-07,198.4,563.0,168.0,40.5,26.0
1995-05-14,202.9,535.0,0.0,48.8,25.0
1995-05-21,195.89999999999998,560.0,66.0,48.2,21.0
1995-05-28,192.8,523.0,31.0,56.0,23.0
1995-06-04,195.1,520.0,0.0,52.4,22.0
1995-06-11,197.7,568.0,26.0,39.7,23.0
1995-06-18,194.9,577.0,95.0,37.5,25.0
1995-06-25,190.0,577.0,101.0,44.3,23.0
1995-07-02,192.9,540.0,1.0,50.1,25.0
1995-07-09,188.4,564.0,48.0,56.0,26.0
1995-07-16,189.2,544.0,6.0,56.0,21.0
1995-07-23,189.9,519.0,0.0,56.0,24.0
1995-07-30,183.2,512.0,0.0,56.0,24.0
1995-08-06,184.2,505.0,0.0,56.0,23.0
1995-08-13,185.9,511.0,0.0,56.0,22.0
1995-08-20,183.0,503.0,0.0,56.0,24.0
1995-08-27,186.9,498.0,0.0,56.0,22.0
1995-09-03,189.8,493.0,0.0,54.0,21.0
1995-09-10,193.4,495.0,0.0,55.3,23.0
1995-09-17,191.8,476.0,0.0,56.0,28.0
1995-09-24,196.1,465.0,0.0,54.4,21.0
1995-10-01,195.4,481.0,0.0,54.8,22.0
1995-10-08,200.9,465.0,0.0,50.6,21.0
1995-10-15,203.0,489.0,0.0,52.5,24.0
1995-10-22,208.1,459.0,2.0,53.1,21.0
1995-10-29,204.5,513.0,10.0,40.7,22.0
1995-11-05,209.4,461.0,0.0,47.7,23.0
1995-11-12,201.5,526.0,30.0,41.6,23.0
1995-11-19,194.7,591.0,95.0,32.8,21.0
1995-11-26,188.8,615.0,73.0,21.1,20.0
1995-12-03,191.6,586.0,46.0,14.8,19.0
1995-12-10,195.0,542.0,52.0,19.9,26.0
1995-12-17,189.2,586.0,101.0,27.8,25.0
1995-12-24,193.7,559.0,70.0,28.3,23.0
1995-12-31,196.5,559.0,23.0,33.1,20.0
1996-01-07,186.2,594.0,175.6,31.8,20.0
1996-01-14,194.6,571.0,56.5,40.5,21.0
1996-01-21,201.2,535.0,8.2,51.8,21.0
1996-01-28,190.0,601.0,74.7,24.6,23.0
1996-02-04,188.9,558.0,69.5,26.5,28.0
1996-02-11,183.1,598.0,98.89999999999999,23.4,28.0
1996-02-18,182.8,599.0,165.0,22.1,22.0
1996-02-25,186.9,591.0,32.3,32.7,26.0
1996-03-03,190.5,570.0,10.8,36.8,23.0
1996-03-10,187.6,578.0,88.30000000000001,19.8,24.0
1996-03-17,188.2,560.0,8.3,25.6,27.0
1996-03-24,189.6,585.0,28.1,39.0,21.0
1996-03-31,188.7,599.0,57.7,42.1,20.0
1996-04-07,190.5,589.0,13.5,31.8,20.0
1996-04-14,192.9,556.0,40.3,49.4,20.0
1996-04-21,195.2,553.0,109.89999999999999,40.7,20.0
1996-04-28,191.2,585.0,46.4,33.5,19.0
1996-05-05,191.9,560.0,22.3,48.6,21.0
1996-05-12,193.4,562.0,30.099999999999998,49.6,27.0
1996-05-19,194.5,561.0,45.4,54.4,22.0
1996-05-26,193.0,577.0,182.4,36.3,28.0
1996-06-02,192.0,587.0,92.9,35.699999999999996,23.0
1996-06-09,189.1,587.0,45.900000000000006,38.8,21.0
1996-06-16,192.3,593.0,106.1,37.7,25.0
1996-06-23,186.5,575.0,1.9,33.4,22.0
1996-06-30,182.8,582.0,77.80000000000001,34.1,24.0
1996-07-07,186.8,555.0,25.9,54.0,26.0
1996-07-14,186.8,565.0,19.0,46.2,22.0
1996-07-21,189.9,564.0,5.5,45.0,24.0
1996-07-28,192.7,567.0,30.7,46.4,32.0
1996-08-04,184.9,546.0,31.6,46.4,30.0
1996-08-11,188.1,554.0,44.2,49.2,34.0
1996-08-18,183.3,523.0,0.0,55.2,28.0
1996-08-25,181.4,523.0,0.0,56.0,28.0
1996-09-01,187.5,528.0,0.0,56.0,25.0
1996-09-08,186.8,508.0,0.0,56.0,28.0
1996-09-15,187.2,499.0,0.0,53.6,27.0
1996-09-22,193.3,499.0,0.0,56.0,30.0
1996-09-29,193.3,494.0,0.0,51.6,24.0
1996-10-06,193.4,498.0,0.0,43.6,25.0
1996-10-13,196.9,489.0,0.0,55.2,25.0
1996-10-20,203.1,495.0,0.0,50.1,26.0
1996-10-27,202.0,488.0,0.0,49.1,26.0
1996-11-03,192.2,582.0,95.9,29.9,21.0
1996-11-10,203.5,516.0,0.0,50.7,22.0
1996-11-17,200.3,527.0,0.0,42.6,23.0
1996-11-24,197.0,500.0,0.0,45.7,22.0
1996-12-01,196.6,545.0,124.5,39.3,22.0
1996-12-08,195.4,558.0,5.3,37.7,25.0
1996-12-15,190.3,586.0,66.6,34.1,21.0
1996-12-22,198.0,540.0,64.8,47.4,20.0
1996-12-29,197.1,567.0,106.2,41.9,24.0
1997-01-05,189.7,572.0,97.4,30.7,25.0
1997-01-12,190.0,555.0,108.7,30.8,22.0
1997-01-19,186.4,569.0,66.7,19.2,23.0
1997-01-26,192.5,527.0,33.9,28.5,27.0
1997-02-02,193.9,537.0,7.5,20.8,27.0
1997-02-09,185.7,585.0,51.0,24.2,20.0
1997-02-16,187.6,584.0,104.0,25.1,22.0
1997-02-23,191.5,540.0,38.0,16.0,26.0
1997-03-02,196.0,554.0,2.0,28.7,27.0
1997-03-09,194.1,557.0,57.0,46.5,26.0
1997-03-16,193.8,565.0,70.0,43.5,20.0
1997-03-23,197.8,531.0,0.0,52.5,22.0
1997-03-30,200.3,539.0,6.0,45.800000000000004,24.0
1997-04-06,194.4,566.0,8.0,25.9,21.0
1997-04-13,192.8,566.0,18.0,37.9,21.0
1997-04-20,192.8,574.0,62.0,42.0,21.0
1997-04-27,204.3,518.0,6.0,45.0,26.0
1997-05-04,194.6,568.0,21.0,41.1,22.0
1997-05-11,196.20000000000002,567.0,191.0,46.5,21.0
1997-05-18,196.8,547.0,6.0,45.0,22.0
1997-05-25,196.5,543.0,0.0,55.0,20.0
1997-06-01,196.2,536.0,0.0,55.6,22.0
1997-06-08,195.8,536.0,2.0,54.2,25.0
1997-06-15,198.7,541.0,8.0,55.2,26.0
1997-06-22,191.6,544.0,3.0,51.2,22.0
1997-06-29,184.8,507.0,0.0,55.3,24.0
1997-07-06,188.6,522.0,0.0,45.6,20.0
1997-07-13,179.4,502.0,0.0,52.8,23.0
1997-07-20,183.4,512.0,0.0,54.6,23.0
1997-07-27,178.9,510.0,0.0,54.5,22.0
1997-08-03,184.2,511.0,0.0,54.0,28.0
1997-08-10,181.7,515.0,0.0,55.9,25.0
1997-08-17,179.29999999999998,504.0,0.0,55.1,24.0
1997-08-24,175.4,503.0,0.0,53.7,23.0
1997-08-31,185.8,507.0,0.0,56.0,30.0
1997-09-07,185.6,513.0,0.0,55.2,24.0
1997-09-14,186.1,476.0,0.0,56.0,26.0
1997-09-21,186.3,496.0,0.0,56.0,28.0
1997-09-28,191.2,465.0,0.0,55.3,25.0
1997-10-05,196.1,486.0,0.0,53.9,23.0
1997-10-12,193.0,428.0,0.0,53.6,26.0
1997-10-19,199.9,448.0,0.0,56.0,25.0
1997-10-26,203.8,474.0,0.0,54.1,26.0
1997-11-02,204.9,428.0,0.0,46.0,24.0
1997-11-09,206.0,469.0,0.0,46.8,25.0
1997-11-16,208.4,472.0,0.0,53.3,26.0
1997-11-23,210.2,467.0,0.0,46.0,24.0
1997-11-30,206.8,488.0,19.0,44.3,22.0
1997-12-07,206.5,522.0,72.0,48.5,21.0
1997-12-14,197.8,551.0,41.0,18.5,21.0
1997-12-21,201.1,540.0,14.0,31.599999999999998,19.0
1997-12-28,192.2,574.0,104.0,25.7,20.0
1998-01-04,200.0,535.0,60.0,46.9,22.0
1998-01-11,196.7,567.0,125.0,41.2,22.0
1998-01-18,206.3,542.0,15.0,47.3,20.0
1998-01-25,198.2,564.0,181.0,46.8,22.0
1998-02-01,196.0,563.0,103.1,31.1,21.0
1998-02-08,197.2,582.0,75.7,33.5,19.0
1998-02-15,193.8,593.0,239.0,40.6,20.0
1998-02-22,197.3,592.0,78.0,22.2,20.0
1998-03-01,194.1,585.0,213.0,21.5,16.0
1998-03-08,194.5,591.0,33.0,19.4,18.0
1998-03-15,195.5,597.0,41.0,29.7,16.0
1998-03-22,194.6,602.0,98.0,25.6,19.0
1998-03-29,197.7,590.0,101.0,35.3,20.0
1998-04-05,195.5,582.0,150.0,31.2,20.0
1998-04-12,201.5,578.0,82.0,42.3,21.0
1998-04-19,202.1,576.0,67.0,42.6,21.0
1998-04-26,201.3,580.0,63.0,38.2,20.0
1998-05-03,196.5,590.0,113.0,29.200000000000003,21.0
1998-05-10,205.4,551.0,43.0,50.6,23.0
1998-05-17,203.7,546.0,78.0,36.2,22.0
1998-05-24,200.0,560.0,12.0,43.6,20.0
1998-05-31,201.3,570.0,77.0,47.4,21.0
1998-06-07,199.7,572.0,94.0,43.2,21.0
1998-06-14,200.70000000000002,568.0,0.0,41.4,20.0
1998-06-21,196.2,586.0,86.0,37.0,20.0
1998-06-28,193.0,581.0,102.0,32.1,22.0
1998-07-05,193.8,593.0,100.0,40.2,18.0
1998-07-12,195.0,574.0,35.0,37.6,17.0
1998-07-19,199.2,557.0,10.0,49.599999999999994,22.0
1998-07-26,195.4,577.0,40.0,44.5,15.0
1998-08-02,187.9,577.0,72.0,32.2,16.0
1998-08-09,189.70000000000002,483.0,0.0,56.0,21.0
1998-08-16,189.70000000000002,483.0,0.0,56.0,21.0
1998-08-23,189.70000000000002,483.0,0.0,56.0,21.0
1998-08-30,189.70000000000002,483.0,0.0,56.0,21.0
1998-09-06,194.1,505.0,1.0,54.6,19.0
1998-09-13,196.8,488.0,0.0,53.8,23.0
1998-09-20,197.3,494.0,0.0,52.4,24.0
1998-09-27,197.6,539.0,4.0,34.9,19.0
1998-10-04,201.5,508.0,0.0,41.6,21.0
1998-10-11,202.2,529.0,26.0,50.1,21.0
1998-10-18,203.5,532.0,31.0,36.7,19.0
1998-10-25,198.8,565.0,47.0,33.8,20.0
1998-11-01,192.5,577.0,38.0,29.200000000000003,16.0
1998-11-08,191.5,577.0,44.0,21.5,16.0
1998-11-15,195.4,555.0,12.0,11.6,16.0
1998-11-22,191.9,572.0,86.0,31.1,18.0
1998-11-29,195.3,557.0,23.0,32.2,15.0
1998-12-06,188.1,584.0,115.0,21.4,18.0
1998-12-13,200.4,493.0,115.0,42.0,19.0
1998-12-20,188.9,593.0,152.0,23.4,19.0
1998-12-27,187.9,588.0,70.0,19.7,19.0
1999-01-03,188.3,586.0,154.0,27.7,19.0
1999-01-10,188.0,582.0,116.0,32.4,22.0
1999-01-17,185.5,599.0,68.0,28.9,20.0
1999-01-24,192.5,584.0,131.0,33.9,23.0
1999-01-31,184.6,610.0,102.0,17.1,17.0
1999-02-07,192.7,535.0,37.0,29.9,34.0
1999-02-14,194.8,552.0,9.1,31.3,35.0
1999-02-21,190.1,575.0,46.8,35.0,24.0
1999-02-28,186.6,587.0,58.8,29.0,25.0
1999-03-07,190.0,575.0,64.4,23.8,17.0
1999-03-14,191.6,581.0,63.5,35.6,19.0
1999-03-21,189.4,590.0,141.8,24.5,22.0
1999-03-28,189.7,582.0,29.6,22.1,19.0
1999-04-04,193.3,573.0,73.7,31.6,19.0
1999-04-11,192.7,592.0,120.6,32.0,20.0
1999-04-18,187.0,594.0,116.1,20.1,18.0
1999-04-25,194.5,542.0,28.099999999999998,47.8,19.0
1999-05-02,195.8,562.0,34.7,37.9,20.0
1999-05-09,197.5,551.0,40.0,46.6,20.0
1999-05-16,195.3,564.0,16.3,41.400000000000006,20.0
1999-05-23,191.4,522.0,0.0,52.8,22.0
1999-05-30,189.2,545.0,15.1,51.6,21.0
1999-06-06,193.6,526.0,0.0,48.8,20.0
1999-06-13,193.2,526.0,2.0,53.6,20.0
1999-06-20,189.2,528.0,0.0,55.6,19.0
1999-06-27,188.6,539.0,8.0,49.9,18.0
1999-07-04,187.3,532.0,9.899999999999999,52.5,26.0
1999-07-11,185.7,538.0,24.8,49.0,20.0
1999-07-18,182.6,527.0,0.0,52.6,20.0
1999-07-25,181.3,522.0,0.0,54.1,21.0
1999-08-01,183.0,515.0,0.0,55.5,21.0
1999-08-08,182.7,503.0,0.0,55.8,22.0
1999-08-15,188.7,527.0,2.0,55.8,26.0
1999-08-22,179.1,488.0,0.0,55.9,26.0
1999-08-29,192.3,497.0,0.0,55.9,28.0
1999-09-05,182.4,481.0,0.0,54.9,23.0
1999-09-12,189.8,498.0,0.0,56.0,33.0
1999-09-19,193.8,481.0,0.0,56.0,26.0
1999-09-26,197.3,497.0,0.0,52.8,31.0
1999-10-03,195.6,476.0,0.0,53.2,29.0
1999-10-10,202.3,477.0,0.0,52.4,28.0
1999-10-17,202.3,504.0,0.2,34.0,26.0
1999-10-24,201.2,500.0,6.3,46.8,24.0
1999-10-31,198.0,528.0,19.8,32.8,25.0
1999-11-07,192.1,572.0,25.8,14.2,21.0
1999-11-14,196.5,552.0,71.10000000000001,33.1,21.0
1999-11-21,191.0,575.0,80.4,31.5,20.0
1999-11-28,199.8,548.0,90.5,45.5,20.0
1999-12-05,199.3,528.0,2.0,41.7,21.0
1999-12-12,194.2,573.0,180.0,25.0,25.0
1999-12-19,192.9,581.0,32.0,17.1,26.0
1999-12-26,189.6,575.0,73.4,26.8,25.0
2000-01-02,193.5,561.0,45.3,38.9,27.0
2000-01-09,190.6,582.0,122.6,31.6,20.0
2000-01-16,190.3,570.0,172.4,36.4,22.0
2000-01-23,184.3,591.0,122.1,18.3,30.0
2000-01-30,186.0,588.0,92.2,13.8,27.0
2000-02-06,189.6,559.0,75.4,16.5,28.0
2000-02-13,186.0,578.0,145.9,8.8,32.0
2000-02-20,191.2,567.0,21.9,29.5,26.0
2000-02-27,190.5,564.0,66.6,23.6,26.0
2000-03-05,189.8,570.0,38.400000000000006,13.2,27.0
2000-03-12,190.6,567.0,45.900000000000006,26.3,23.0
2000-03-19,193.3,540.0,48.1,36.1,34.0
2000-03-26,190.3,576.0,136.6,33.3,19.0
2000-04-02,192.4,574.0,32.1,32.4,20.0
2000-04-09,194.6,571.0,54.800000000000004,24.3,23.0
2000-04-16,192.0,588.0,86.6,28.3,20.0
2000-04-23,192.8,572.0,55.6,33.9,23.0
2000-04-30,192.9,571.0,23.2,32.6,21.0
2000-05-07,190.4,572.0,74.7,32.1,25.0
2000-05-14,196.7,545.0,0.0,35.6,21.0
2000-05-21,197.4,560.0,94.2,38.9,27.0
2000-05-28,197.1,569.0,9.4,41.5,26.0
2000-06-04,193.4,543.0,33.4,37.2,31.0
2000-06-11,191.9,535.0,1.3,52.6,28.0
2000-06-18,190.1,518.0,0.3,40.4,31.0
2000-06-25,188.5,532.0,2.0,42.2,30.0
2000-07-02,186.4,516.0,0.0,51.5,23.0
2000-07-09,189.3,514.0,0.0,55.1,25.0
2000-07-16,186.2,498.0,0.0,55.5,39.0
2000-07-23,187.8,490.0,4.4,52.9,36.0
2000-07-30,188.0,519.0,2.5,53.7,34.0
2000-08-06,186.5,511.0,0.0,53.8,33.0
2000-08-13,185.8,507.0,0.0,53.2,34.0
2000-08-20,185.9,497.0,0.0,50.3,26.0
2000-08-27,188.2,496.0,0.0,55.8,34.0
2000-09-03,196.0,489.0,0.0,55.4,33.0
2000-09-10,194.20000000000002,488.0,0.0,56.0,32.0
2000-09-17,192.6,495.0,0.0,55.8,34.0
2000-09-24,199.0,489.0,0.0,52.1,35.0
2000-10-01,201.3,470.0,0.0,55.5,33.0
2000-10-08,204.7,479.0,0.0,46.6,32.0
2000-10-15,203.6,494.0,0.0,31.3,30.0
2000-10-22,197.6,526.0,31.3,26.4,24.0
2000-10-29,195.7,538.0,133.6,25.0,25.0
2000-11-05,199.2,550.0,30.9,34.9,21.0
2000-11-12,196.8,571.0,62.300000000000004,31.1,24.0
2000-11-19,195.5,573.0,82.80000000000001,38.2,23.0
2000-11-26,192.1,573.0,35.6,16.1,25.0
2000-12-03,195.1,525.0,2.9,23.9,32.0
2000-12-10,199.3,469.0,0.0,45.5,32.0
2000-12-17,189.3,596.0,124.2,20.1,23.0
2000-12-24,197.3,558.0,108.7,29.4,24.0
2000-12-31,203.8,515.0,0.0,43.9,25.0
2001-01-07,191.6,575.0,71.6,34.5,24.0
2001-01-14,185.7,574.0,85.0,20.3,30.0
2001-01-21,189.0,586.0,40.3,23.3,25.0
2001-01-28,191.8,584.0,78.6,33.5,23.0
2001-02-04,186.0,600.0,161.6,14.3,22.0
2001-02-11,185.5,574.0,48.4,18.1,40.0
2001-02-18,196.3,503.0,3.7,29.2,41.0
2001-02-25,191.2,555.0,163.10000000000002,38.6,24.0
2001-03-04,188.5,588.0,158.8,43.8,23.0
2001-03-11,187.6,588.0,172.0,31.6,19.0
2001-03-18,188.5,582.0,111.7,24.0,22.0
2001-03-25,191.2,565.0,75.9,41.7,26.0
2001-04-01,188.2,602.0,80.8,23.7,21.0
2001-04-08,192.6,593.0,114.10000000000001,44.4,24.0
2001-04-15,190.1,594.0,36.4,27.5,21.0
2001-04-22,189.7,549.0,54.9,48.9,22.0
2001-04-29,196.1,549.0,22.5,44.0,24.0
2001-05-06,197.4,561.0,17.7,44.0,24.0
2001-05-13,193.2,519.0,32.0,50.4,19.0
2001-05-20,195.1,549.0,27.0,49.8,25.0
2001-05-27,195.0,537.0,0.6,53.2,21.0
2001-06-03,194.7,565.0,69.4,50.7,24.0
2001-06-10,187.9,587.0,42.3,25.8,20.0
2001-06-17,189.2,574.0,119.7,46.0,20.0
2001-06-24,188.0,541.0,37.5,52.6,22.0
2001-07-01,188.7,524.0,0.0,53.0,25.0
2001-07-08,175.1,513.0,0.0,55.3,24.0
2001-07-15,187.5,571.0,87.4,54.1,25.0
2001-07-22,189.1,558.0,3.3,46.0,24.0
2001-07-29,189.6,518.0,0.0,55.2,28.0
2001-08-05,178.0,504.0,0.0,55.8,21.0
